Name	SWScore	BitScore	E-value	SeqIndex
"sp|P22022|WETA_EMENI Developmental regulatory protein wetA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=wetA PE=2 SV=2"	47.0	40	0.05354	528466
"sp|Q937F6|XPKA_LACPE Xylulose-5-phosphate phosphoketolase OS=Lactiplantibacillus pentosus OX=1589 GN=xpkA PE=1 SV=3"	47.0	40	0.05354	530633
"sp|Q7A551|Y1532_STAAN Putative universal stress protein SA1532 OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA1532 PE=1 SV=1"	47.0	40	0.05354	537308
"sp|Q2YTD0|Y1569_STAAB Putative universal stress protein SAB1569 OS=Staphylococcus aureus (strain bovine RF122 / ET3-1) OX=273036 GN=SAB1569 PE=3 SV=1"	47.0	40	0.05354	537572
"sp|F4IAE9|Y1591_ARATH ATPase family AAA domain-containing protein At1g05910 OS=Arabidopsis thaliana OX=3702 GN=At1g05910 PE=2 SV=1"	47.0	40	0.05354	537748
"sp|Q54U64|Y1610_DICDI Putative uncharacterized protein DDB_G0281251 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0281251 PE=4 SV=1"	47.0	40	0.05354	537888
"sp|Q6G8L7|Y1637_STAAS Putative universal stress protein SAS1637 OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=SAS1637 PE=3 SV=1"	47.0	40	0.05354	538081
"sp|Q7A0N0|Y1653_STAAW Putative universal stress protein MW1653 OS=Staphylococcus aureus (strain MW2) OX=196620 GN=MW1653 PE=3 SV=1"	47.0	40	0.05354	538172
"sp|Q2FG28|Y1656_STAA3 Putative universal stress protein SAUSA300_1656 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1656 PE=3 SV=1"	47.0	40	0.05354	538191
"sp|P44285|Y1667_HAEIN Putative L,D-transpeptidase HI_1667 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1667 PE=3 SV=1"	47.0	40	0.05354	538267
"sp|Q99TF3|Y1710_STAAM Putative universal stress protein SAV1710 OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=SAV1710 PE=3 SV=1"	47.0	40	0.05354	538551
"sp|Q5HF64|Y1759_STAAC Putative universal stress protein SACOL1759 OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL1759 PE=3 SV=1"	47.0	40	0.05354	538798
"sp|Q6GFZ7|Y1788_STAAR Putative universal stress protein SAR1788 OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=SAR1788 PE=3 SV=1"	47.0	40	0.05354	538962
"sp|Q2FXL6|Y1819_STAA8 Putative universal stress protein SAOUHSC_01819 OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_01819 PE=3 SV=1"	47.0	40	0.05354	539165
"sp|P77868|Y290_HAEIN Probable cation-transporting ATPase HI_0290 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0290 PE=3 SV=1"	47.0	40	0.05354	543659
"sp|Q57789|Y343_METJA Uncharacterized protein MJ0343 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0343 PE=4 SV=1"	47.0	40	0.05354	545047
"sp|B1MH79|Y3886_MYCA9 Putative S-adenosyl-L-methionine-dependent methyltransferase MAB_3886c OS=Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) OX=561007 GN=MAB_3886c PE=3 SV=1"	47.0	40	0.05354	546118
"sp|Q38YN6|Y390_LATSS UPF0473 protein LCA_0390 OS=Latilactobacillus sakei subsp. sakei (strain 23K) OX=314315 GN=LCA_0390 PE=3 SV=1"	47.0	40	0.05354	546173
"sp|Q031W1|Y404_LACLS UPF0298 protein LACR_0404 OS=Lactococcus lactis subsp. cremoris (strain SK11) OX=272622 GN=LACR_0404 PE=3 SV=1"	47.0	40	0.05354	546505
"sp|U3H040|YBS9_SCHPO Uncharacterized protein SPBC18E5.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC18E5.09c PE=4 SV=1"	47.0	40	0.05354	555572
"sp|P20561|YVFC_VACCC Uncharacterized 11.6 kDa protein OS=Vaccinia virus (strain Copenhagen) OX=10249 GN=F ORF C PE=4 SV=1"	47.0	40	0.05354	569472
"sp|Q5PPV5|ZC21A_XENLA Zinc finger C2HC domain-containing protein 1A OS=Xenopus laevis OX=8355 GN=zc2hc1a PE=2 SV=1"	47.0	40	0.05354	570520
"sp|D4A8G9|ZFY26_RAT Zinc finger FYVE domain-containing protein 26 OS=Rattus norvegicus OX=10116 GN=Zfyve26 PE=1 SV=1"	47.0	40	0.05354	571026
"sp|A3N1V3|ZIPA_ACTP2 Cell division protein ZipA OS=Actinobacillus pleuropneumoniae serotype 5b (strain L20) OX=416269 GN=zipA PE=3 SV=1"	47.0	40	0.05354	571236
"sp|B8A5Y1|ZN488_DANRE Zinc finger protein 488 OS=Danio rerio OX=7955 GN=znf488 PE=2 SV=1"	47.0	40	0.05354	571767
"sp|Q9FLM3|ZDH23_ARATH Probable protein S-acyltransferase 6 OS=Arabidopsis thaliana OX=3702 GN=PAT06 PE=2 SV=1"	46.0	40	0.06220	570717
"sp|P49910|ZN165_HUMAN Zinc finger protein 165 OS=Homo sapiens OX=9606 GN=ZNF165 PE=1 SV=1"	46.0	40	0.06220	571491
